"","Gene","mean","median","sd","max","Patient_ID","Sample","Tissue","Timepoint","Annotation","BestResponse","Residual"
"IL18","IL18",0.656233507,0.17160066,1.03288197374307,6.46559115,0.00597826210157641,0,0,0,0,0,0.994021737898424
"TFF3","TFF3",0.123581019,0,0.571180669164394,5.942353848,0.00596910821607232,0,0,0.000000000264953753618069,0,0,0.994030891518974
"MUC5AC","MUC5AC",0.041316154,0,0.157007020107472,2.748350755,0.00594857568779648,0.0131187298005501,0,0,0.0370741391848465,0.0000000111918763809471,0.943858544134931
"IGHG1","IGHG1",0.415865237,0,1.13867305062261,6.782120486,0.00593277572455459,0.0185249200856657,0,0.00000000366742635177918,0.00632461279645262,0.000000000162758043655905,0.969217687563143
"CD68","CD68",0.36646818,0.054213747,0.690861965290351,5.014719292,0.00590817811673388,0.00647451075398905,0.000000000697756819529437,0,0,0.000247068383600905,0.987370242047919
"IL2RA","IL2RA",0.295424222,0.017818249,0.673379196504508,6.090102646,0.00582967677896497,0.00358032373648925,0,0,0.00754517003676913,0,0.983044829447777
"NOD1","NOD1",0.459333543,0.28001227,0.647324331180575,6.44517741,0.00576576818774649,0.00614838869089634,0.00000000340305032609443,0,0.0403814564715568,0,0.94770438324675
"SOS1","SOS1",0.8186291,0.63246734,0.839381630917393,5.29169974,0.0057202209827854,0,0.0044037286548427,0.00998228385571753,0.00753499849722016,0,0.972358768009434
"CNTN5","CNTN5",0.021845334,0,0.0765348254961615,0.863760698,0.00569250408572027,0,0,0,0,0.00000000282908361678981,0.994307493085196
"CLEC10A","CLEC10A",0.317342287,0.008806813,0.712479235859752,5.480540086,0.00568328781477786,0.014944975189205,0,0.00243184348893777,0.00385646474176047,0,0.973083428765319
"IFITM1","IFITM1",0.665380507,0.28598322,0.873285109699587,6.06125151,0.00567733069339535,0,0.00824055507345714,0,0.0350093892501232,0.00000000198219486413433,0.95107272300083
"ITGAL","ITGAL",0.615456978,0.057616393,1.05646208007761,4.844538034,0.00565237556456114,0.00902542262129107,0.0000684072681724276,0,0.00516221874512507,0.0000000000447588240295282,0.980091575756092
"CCL15","CCL15",0.013705873,0,0.0872855385666097,1.451676146,0.00563664360691139,0,0,0.00000000580717139701778,0.00573279529084935,0.00000000118710044429873,0.988630554107968
"CD79A","CD79A",0.1488336,0,0.597420027502768,5.308965574,0.00536917283981497,0,0.0000000295777530105252,0.0191936110901323,0,0,0.9754371864923
"DDR1","DDR1",0.213710706,0.05088124,0.48340658402919,5.41735596,0.00534577003712575,0,0,0,0.000000000230366207373161,0.000000000224443820504468,0.994654229508064
"GNLY","GNLY",0.067202478,0,0.315236942950264,5.472826607,0.00526757629658224,0,0,0,0,0,0.994732423703418
"CD74","CD74",1.864595492,1.09016468,1.87771782465559,6.20016525,0.00525389932279314,0.0277621835290645,0,0.00295211144467633,0.0113011386174603,0.0112469453176661,0.94148372176834
"CD37","CD37",0.162080081,0,0.387849061938409,4.844538034,0.00517993187322488,0,0,0,0.000000000396583535387285,0,0.994820067730192
"SOX9","SOX9",0.086283646,0,0.377928012674843,5.436689734,0.00508997429600071,0.00000000267878364021317,0.000349284693791689,0,0.00858914785608414,0.000341862902459412,0.98562972757288
"ICOSLG","ICOSLG",0.36024539,0.115108871,0.617612399110649,5.228097614,0.00507159474546069,0.00000000291538797225603,0.00000000912962139749776,0.0171800768976496,0.00000000125235158370604,0.0000000101508295683521,0.977748304908699
"PSAP","PSAP",2.032928298,1.7232739,1.47262908808115,5.9185593,0.00500850079459192,0.00146638351597762,0,0,0,0.00889130298584184,0.984633812703589
"LILRB2","LILRB2",0.548195361,0.034418529,0.968815993204047,5.750401173,0.00488739533353517,0.0219213799566606,0.000373337895493564,0.00866253301463118,0,0.00789816197842105,0.956257191821258
"IL32","IL32",0.729316417,0.19100206,1.21843066917758,6.0922299,0.00488089844384998,0.0111214487757655,0,0.0410610750759543,0.0384830335429551,0,0.904453544161475
"ACE2","ACE2",0.023501371,0,0.0789741931673029,1.115063726,0.00480386670663335,0.0062863718311453,0,0.00221036829041236,0.00168555389960575,0,0.985013839272203
"CCL8","CCL8",0.082674831,0,0.276691419154918,4.68813499,0.00472013493998465,0.013909937154916,0,0,0,0.00000000230108785260358,0.981369925604011
"NF1","NF1",1.073576036,0.92087532,0.996655213760611,6.46559115,0.00464448823071577,0.00158342925012816,0.00472701124662576,0,0.00225412373900706,0.00000000127283425797961,0.986790946260689
"PLVAP","PLVAP",0.40920587,0.060352655,0.966310773389884,6.024830654,0.00456257141764647,0,0.000000000852767032263265,0,0.00823260039824549,0.000000000195947323858325,0.987204827135394
"CD40LG","CD40LG",0.209042381,0,0.689259837963719,6.210178956,0.00449699196653802,0,0,0.00552231694849259,0.00385163393023389,0,0.986129057154736
"TUBA1B","TUBA1B",1.088672684,0.79110781,1.2110277442336,6.44517741,0.00437861560100826,0.0000000012432776678573,0,0.000000000354942404242354,0,0.0023748059744928,0.993246576826279
"IGHG4","IGHG4",0.25138593,0,0.858252868447789,6.286668361,0.00428434752502473,0.0125299674258023,0,0.000366696274506572,0.00944355544643891,0,0.973375433328228
"CDK1","CDK1",0.303265125,0.008014797,0.943861411045372,5.480540086,0.00427452653176249,0,0.000000000149688438951775,0,0.000000000177602807604275,0,0.995725473140946
"MMP9","MMP9",0.0288985,0,0.114610818352419,1.535960011,0.00426857100851081,0,0,0.000000000436176835623455,0.00193115282799127,0.000000000204995323306104,0.993800275522326
"CD180","CD180",0.41075772,0.039593317,0.784886075654477,5.308965574,0.00423220338745718,0.0036873339165398,0.00000000016639185468405,0,0.00720871182339925,0.000000000758739757311541,0.984871749947472
"CCL4","CCL4",0.234558897,0,0.636051654351919,4.561603297,0.00420745268400522,0.000000000428806733248178,0.000000000559468209196556,0.00045028142756778,0.00127249565837711,0.00431547006569783,0.989754299176077
"CD3D","CD3D",0.351410214,0,0.8582820438338,5.218751888,0.00408269319526611,0,0,0.0150932723321021,0.0283782674917922,0.000000119469862441255,0.952445647510977
"NGFR","NGFR",0.315982432,0.07652178,0.60881542348331,5.33893426,0.0040571818050554,0,0,0.000000000389715236941655,0.0387065789915676,0.00110523676431797,0.956131002049344
"GZMA","GZMA",0.345804405,0,0.976042359596698,5.823252733,0.00404638434221254,0,0,0.0103605339587282,0.00389227253857226,0.0000000743930336722092,0.981700734767453
"TGFBI","TGFBI",1.754827694,0.99445855,1.77383724976243,6.32056278,0.00401576374406091,0.000000000463374209365387,0.000000000346755640463926,0.00484699173604936,0.000000000343970330238523,0,0.99113724336579
"MYD88","MYD88",0.757121514,0.48072368,0.91283713009399,6.46559115,0.00379957202902846,0.0124311983663239,0,0.000000000107435825651757,0,0.0127706912619216,0.97099853823529
"IFIT3","IFIT3",0.378507026,0.20399142,0.590487775246167,5.60474105,0.00373773989446102,0.00650596870314796,0,0.000000000247071613431588,0.0291808171639055,0.00000000188730949006834,0.960575472104104
"VEGFA","VEGFA",0.99583926,0.56907998,1.15773409219159,5.75040117,0.00358007357827545,0,0.000000000201779710194897,0,0.00713126596416793,0.00000000118063612570864,0.989288659075141
"BATF3","BATF3",0.092510801,0,0.257594052873761,5.370433097,0.00356429472300109,0.0010862477553666,0.00580204459273782,0.00218186891968525,0,0.0363334563937587,0.951032087615451
"CD8A","CD8A",0.288328326,0,0.814002792927168,5.226256315,0.00351504433974188,0,0,0.00794765831497514,0.00791649179229249,0.0000000172582411424346,0.980620788294749
"CD8B","CD8B",0.124424138,0,0.37176405539292,5.133059155,0.00349093303682017,0,0,0,0.00971297155935534,0.00181945651985285,0.984976638883972
"CDKN1A","CDKN1A",0.360507557,0.13555495,0.543602500316395,4.74780279,0.00345059139393995,0.0186595660181737,0.000688109674834972,0.00000000137933029056228,0.025682050695191,0.00359149087663873,0.947928189961891
"CTSE","CTSE",0.056818257,0,0.312750866890691,5.103657238,0.00339747586324321,0.000000000132015887815149,0.000885907588279827,0.000481628201820758,0,0,0.99523498821464
"CCL13","CCL13",0.247252139,0.0304428,0.579693525711004,4.84402993,0.00334799846176513,0.01687449638644,0.000000566365904491773,0.00000000105636678432573,0,0.00000000224283191563194,0.979776935486692
"IL4","IL4",0.079887979,0,0.323739954972659,5.440868835,0.00332846516070538,0,0.00000000371378608370959,0.00000000148404110265406,0.0000000227496144139939,0.00181080528573737,0.994860701606116
"LCK","LCK",0.39856022,0,0.954991058147791,5.630866049,0.00331798007768577,0,0,0.000696489768563125,0.00855490188258724,0,0.987430628271164
"IGHM","IGHM",0.260028969,0,0.899531470437665,6.238018641,0.00328869998008073,0,0,0.00565827695514702,0,0,0.991053023064772
"ERBB2","ERBB2",0.424532405,0.16287357,0.719784631099854,5.2898701,0.00322181912785345,0,0,0.00145520706235651,0.00794464049153144,0,0.987378333318259
"CHL1","CHL1",0.163291755,0,0.492649514579366,6.257223542,0.00320266071855549,0,0,0.00395574340606332,0,0,0.992841595875381
"TMPRSS2","TMPRSS2",0.056004014,0,0.307000105497048,4.724640565,0.00319520593681827,0,0,0.000000000273689684752397,0.000000000117059850977825,0,0.996804793672432
"FGF2","FGF2",0.166402183,0,0.406284032124385,5.64669329,0.00317449631397961,0.000000000921895880938427,0.00111579826405328,0.000000000114515685207686,0.00000000115906089822785,0.0149693491729999,0.980740354053495
"MPEG1","MPEG1",1.046445437,0.21968831,1.5538894651451,6.3652095,0.00317147771831414,0.000984360646809781,0.00000000205379813857289,0.0114128129891156,0,0.00000000504746980722995,0.984431341544493
"FKBP11","FKBP11",0.655789941,0.40003279,0.928408177753701,6.02065647,0.00316714430866353,0.00105211970794278,0,0.000000000958194827093495,0.00478952904497912,0.000000000117347372966895,0.990991205862872
"RNF43","RNF43",0.065419705,0,0.378992244365177,5.398200061,0.00305307739561982,0,0,0,0,0.00000000155724108363387,0.996946921047139
"MS4A1","MS4A1",0.261746074,0,0.986518288712401,6.153828721,0.00304708010555882,0,0,0.000000000126016052002632,0.00973522540816403,0.0011021008001453,0.986115593560116
"SOCS2","SOCS2",0.321858364,0.1320936,0.540583749528051,5.30532757,0.00304165840284519,0.00728718287020544,0.000307044849300272,0,0.0201027923417415,0,0.969261321535907
"A2M","A2M",1.083341521,0.55655407,1.29354405111576,5.87627713,0.00297540806305212,0,0.0021460660830694,0.00619009027127348,0.0245631526874783,0.00522688285533636,0.95889840003979
"VIM","VIM",4.211193283,4.6058035,1.45612294682693,7.2866708,0.00293614580481988,0.0148739245828208,0.000249503920807262,0.000339148512057941,0.00035962794939078,0.000000370004267060855,0.981241279225836
"NOTCH1","NOTCH1",1.186860364,0.85065326,1.18917084964998,6.25198961,0.00289758256512397,0,0.00566614535439678,0,0.0093566643601511,0.00067453644348544,0.981405071276843
"IL1RAP","IL1RAP",0.280693089,0.16656541,0.490605216444229,5.64669329,0.00289745177110441,0,0,0.000000000817092408185903,0.0213075780613571,0,0.975794969350446
"CD19","CD19",0.13120318,0,0.562218000348507,5.416160851,0.00286515703573285,0,0,0.00396919128844906,0,0,0.993165651675818
"CTSS","CTSS",0.371891853,0.058892699,0.700848245294475,6.090102646,0.00279519628267956,0,0.000000000215423287247804,0.000000000329793464968216,0.00191237254473799,0.00598329646360893,0.989309134163757
"CDKN2C","CDKN2C",0.282145975,0.069696009,0.691249558201317,5.480540086,0.00270005140796411,0.000000000434469358784485,0.000000000296929223720996,0.000000000158702033193906,0.00835071390524005,0.00258510482108057,0.986364128975615
"RGS5","RGS5",0.381462065,0.12372414,0.756325870867309,5.3704331,0.0025789165037314,0,0,0,0.00134438415527455,0.000751640642521779,0.995325058698472
"CD2","CD2",0.739057756,0.042653871,1.4747440818661,5.630866049,0.00256123508090354,0.0108938689012392,0.0032517858171576,0.0116109351560891,0,0,0.971682175044611
"SDC1","SDC1",0.22878023,0,0.803594324090812,5.937816681,0.00249666382514126,0.000000000245900354366314,0.00492754681780656,0,0,0.00375955712191148,0.98881623198924
"SLC40A1","SLC40A1",1.118120608,0.75377365,1.17484104003864,6.29485758,0.00246808573725691,0.00354450399128085,0.00104973274134921,0,0.00777510704594533,0,0.985162570484168
"FCRL3","FCRL3",0.126754194,0,0.471662432742483,5.801570431,0.00243636718741481,0,0,0.0034330817491114,0.00415876668290922,0.00000000544518973916927,0.989971778935375
"CD247","CD247",0.396944849,0,0.962272296299781,6.090102646,0.00241376449246882,0.00707101754849808,0,0.0183471105112191,0.00791220496050577,0,0.964255902487308
"DUSP2","DUSP2",0.102260659,0,0.339481270268281,5.449466443,0.00240558418412667,0,0,0.0110403132805432,0.0113840188558401,0,0.97517008367949
"CCL5","CCL5",0.287538051,0,0.805344448759816,5.364420775,0.00235723311590727,0,0.000000000215243277355489,0.00847385113637224,0.0000000169847482941854,0.00000000891606784505778,0.989168889631661
"PTEN","PTEN",1.951039142,1.9718352,1.23331254743805,6.4451774,0.00234579667049382,0,0.000737970076961709,0,0.00607778964867914,0.000000000249441364701588,0.990838443354424
"SSR4","SSR4",0.801441206,0.5204509,1.0172566378316,6.40799908,0.00223386272538502,0.000010903315194011,0.0112905515380989,0,0.0190151430797025,0,0.96744953934162
"PAK4","PAK4",0.272296292,0.13344675,0.521992858209895,5.61474847,0.00210431801315583,0.00540618168981135,0.000264112051298869,0,0.02521428244514,0,0.967011105800594
"LILRA4","LILRA4",0.156845193,0,0.737694708442723,5.98753469,0.00203400398255863,0,0,0.0120697784307454,0,0,0.985896217586696
"SYK","SYK",0.885281138,0.16619357,1.26704286074255,5.29169974,0.00200057878023157,0.00322819881140755,0.00296154632199302,0,0.000000000239837792599709,0.00849799816216656,0.983311677684363
"NOSIP","NOSIP",0.05935997,0,0.198422802796133,4.203678705,0.00198680141732677,0.00786826690079987,0,0.00714436960680864,0,0.000000000217074803236616,0.98300056185799
"OLFM4","OLFM4",0.086780628,0,0.459687988581418,5.633467319,0.00196292474786832,0.00486834693412191,0,0,0,0.000574246596884917,0.992594481721125
"CCR5","CCR5",0.233260832,0,0.558624137294674,5.172101805,0.00196175796935216,0.000976488583230373,0.00000000135281283568441,0.00613093903225979,0.00000000011731067122269,0.000724572686768319,0.990206240258266
"CD36","CD36",1.097741188,0.47573372,1.38601014742931,6.85454531,0.00187624406889295,0.0014370142277292,0.000000000287335592092958,0,0.00936408802259316,0.000000000110810030305193,0.987322653282639
"NLGN1","NLGN1",0.068644115,0,0.238354816346929,5.398200061,0.00166343815553948,0.00293113168406056,0.00318210478538386,0.0000985209425651865,0.00293168668874417,0.00000000493164378041242,0.989193112812063
"MKI67","MKI67",0.388388765,0.026826991,1.15860384083312,6.510096508,0.00164415555839878,0,0.000997625018533229,0,0,0,0.997358219423068
"TNF","TNF",0.032930322,0,0.196791559134825,4.675942847,0.00161736526687569,0.00000000374134153138886,0.00153824974158141,0.0000000452923805068917,0.00000000491815878018379,0,0.996844331039662
"LAG3","LAG3",0.11969386,0,0.38143562574342,4.277866965,0.00159132327499076,0,0.0000000846835229160906,0.00862871427143993,0.00554279024297363,0.0000000178028246558644,0.984237069724248
"KLRK1","KLRK1",0.355716246,0.013643892,0.953644304109226,5.752070333,0.0014754709081468,0,0,0.000679943461388023,0.00405153827598841,0.000000000704783841018217,0.993793046649693
"PDGFRA","PDGFRA",0.363780603,0.06979941,0.67545584006085,4.88117795,0.00143895553069417,0.00303218407396803,0,0.000187525054065137,0.0157336056246439,0,0.979607729716629
"VSIR","VSIR",1.029998857,0.72128051,1.10874214243645,5.8649767,0.00142634138133741,0,0.0107059398515858,0.00455856214855929,0.0122520523842654,0.00444954054623865,0.966607563688013
"CCR3","CCR3",0.043199211,0,0.274663004868843,5.014719292,0.00138098021389048,0.0000000195327403070965,0.00000000294940100010406,0.00000000710479079063422,0,0.00000000435439444639251,0.998618985844783
"CCR6","CCR6",0.106813166,0,0.410600560390964,5.630866049,0.0013419655499385,0,0.00584411634589718,0,0,0,0.992813918104164
"CCL3","CCL3",0.081172309,0,0.275512328119162,4.915267487,0.00125577105009158,0.00588206394914968,0.00179906194774521,0.000000000161591400119032,0,0.000739121076512007,0.99032398181491
"ADM","ADM",0.353511605,0.10896745,0.669266024761719,5.61394169,0.00124887118754613,0,0,0.00190801853481876,0.00906593656358521,0,0.98777717371405
"IFNB1","IFNB1",0.045544924,0,0.337036192850986,6.465591146,0.00123567121497443,0.00330983144229171,0,0.0123894465003525,0.000000000216121018731551,0.00169756235846106,0.981367488267799
"STAT4","STAT4",0.402043737,0.063595946,0.841954816267489,5.052181426,0.0011078290719203,0.00459408546581799,0.00292146641620029,0.019552638946563,0.0282056869871884,0.000000000819517631601356,0.943618292292792
"SPARCL1","SPARCL1",1.359945484,0.79402986,1.52305449586216,6.85196394,0.00110098617588943,0,0,0.00000000019912238528647,0.00378187009714117,0.00000000218410580122025,0.995117141343741
"NKG7","NKG7",0.178668684,0,0.624672464711442,5.619924948,0.00102954059563142,0.000000000486423890710241,0,0,0.0121628716177232,0.000000000182178761283857,0.986807587118043
"KLRC1","KLRC1",0.13829845,0,0.454922313640255,5.289870103,0.000976823082248154,0.000000000180901564840619,0.0126547406366951,0.000852777527793393,0,0,0.985515658572362
"LRP1","LRP1",2.020348612,1.54137511,1.74195120862677,6.5178497,0.0008321126278908,0,0,0,0.0135323795100204,0,0.985635507862089
"NELL2","NELL2",0.116562392,0,0.336461306322485,3.104081349,0.000790775638043325,0,0.000569811002583464,0,0.00768212497093885,0,0.990957288388434
"CXCR6","CXCR6",0.174111497,0,0.489324281368926,4.218202173,0.000705489500738393,0.00281924999726826,0.000687419229933069,0.0350349408590612,0.00871632275949914,0.00000000192690804374446,0.952036575726592
"RGS1","RGS1",0.645816323,0.079489206,1.05158766546125,5.774444654,0.000699149352572438,0.0269294925302355,0.0000009749299336725,0.0108726127936583,0.00104001584988353,0.0107582670683304,0.949699487475386
"IRF3","IRF3",0.207577993,0.07687367,0.356021712528064,5.22809761,0.000673934140601542,0.00170135998387554,0.0000000018617618753383,0,0.0539439707146031,0.000000000749251916141874,0.943680732549906
"EOMES","EOMES",0.108675758,0,0.36632699019617,3.008938692,0.000644775046124723,0,0.00449562162842822,0.00462696126666344,0.00000000550120227967515,0.00458917894298269,0.985643457614599
"CD28","CD28",0.523228189,0.057965832,0.90833571910689,5.630866049,0.00062853149729561,0.0213012271821914,0,0.00721537703220119,0.0264333180435444,0.00000000103796923694291,0.944421545206798
"PRDX4","PRDX4",0.620195414,0.41116539,0.795231772199331,5.39178252,0.00057999450331483,0.00289412254538216,0.00377308345260889,0.0000000208234819975612,0.0489535492468068,0,0.943799229428405
"CCL26","CCL26",0.023160352,0,0.0655268315023247,1.025969153,0.000565593701224314,0,0,0.000000000144888827236386,0.00622026364268344,0.0109771815829299,0.982236960928274
"FASLG","FASLG",0.113273357,0,0.389227342170782,4.675942847,0.000561417669353795,0.0000000018405802770067,0.000516207975208383,0.00017279142782822,0.000916861846598794,0.00502597394800489,0.992806745292426
"PDCD1","PDCD1",0.035971413,0,0.206612277770716,4.107134051,0.000553450522926889,0.00311790158574478,0.0000000137461423255848,0.0104250239299917,0,0,0.985903610215194
"IGFBP7","IGFBP7",2.105668048,1.55590158,1.82673651861231,7.13620412,0.000528422149587053,0.0142021196189781,0.000346553123063026,0.00000000027830214508507,0.0116942621930654,0.0288985554239465,0.944330087213058
"CDK4","CDK4",0.37968561,0.23524662,0.590358421575931,6.44517741,0.000396292027601952,0.000849533441898757,0,0.00104776330288379,0.000568577782470853,0.00678698286980756,0.990350850575337
"NLRP3","NLRP3",0.307395592,0.015722117,0.619015538519961,4.915267487,0.000366707406604554,0.015292640963558,0,0.000673907784835664,0,0.0252273087953821,0.95843943504962
"SIGLEC10","SIGLEC10",0.207075999,0,0.423691684199254,3.442121529,0.000315578454030493,0.0193766515637787,0.00000000290298441196569,0.00891339576659488,0,0.00649803411767092,0.964896337194941
"ID1","ID1",0.136484937,0,0.36893302477388,2.742843144,0.000283410696419143,0.003220175842895,0,0,0.0165018999364058,0.0132369712791657,0.966757542245114
"LRRN4","LRRN4",0.145203479,0,0.622917991266446,4.772510395,0.000211011107335689,0,0.000000000217118634783543,0.000000000585945873458607,0.0169544841061783,0,0.982834503983421
"STAT2","STAT2",1.523158554,1.41318156,1.14050432659039,5.82764248,0.000154764573841279,0,0,0,0,0,0.999845235426159
"KLRD1","KLRD1",0.106063773,0,0.348250724666385,3.284283866,0.0000100429046742408,0,0,0.00241256877040826,0,0,0.997577388324917
"IGHG3","IGHG3",0.337255625,0,0.935337400596528,6.804226156,0.000000160118425242879,0.0128846263045814,0,0,0.0147561045515161,0.00803973458312558,0.964319374442352
"EPOR","EPOR",0.211522969,0.06415769,0.4455617402398,5.86294028,0.0000000561625497358869,0,0,0,0.00000000031924294854412,0,0.999999943518207
"ICAM1","ICAM1",0.374226583,0.1776193,0.541612507101525,4.86252267,0.0000000256548526232476,0.0164879353556681,0.00594974972042156,0.0147130159332837,0.0122896589648202,0.00360859502913012,0.946951019341824
"ITGAX","ITGAX",0.679752501,0.037504025,1.26628474829636,6.448555102,0.0000000197706527957724,0.0214074734212047,0.000751850336856328,0,0.0255317295630494,0.0265860485426463,0.92572287836559
"EDIL3","EDIL3",0.244883374,0.033744923,0.522146124787972,4.844029928,0.0000000160648685076112,0.0115070398973402,0,0,0.00675217066653958,0,0.981740773371252
"IL7R","IL7R",0.549045296,0.042414931,1.20649271236956,6.049980565,0.00000000445294206994136,0.0144201883834671,0.00374852876815655,0.0145399823020002,0.0220487381385593,0,0.945242557954875
"XBP1","XBP1",1.221661037,0.98616025,1.14379311377474,6.04267843,0.0000000044265710693958,0.00220750088503633,0.0000000346618756700936,0,0,0.0000000111432292791175,0.997792448883288
"SLC1A3","SLC1A3",0.422575442,0.04649221,0.857300427133883,6.32841864,0.00000000408180368191199,0,0.000000000546355346117534,0.00000000136779622215121,0,0.0179510650319988,0.982048928972046
"SPON2","SPON2",0.397907307,0.10550713,0.723632123544672,5.8426986,0.00000000321752863724575,0,0,0.000000000786982492315537,0.0496867584101706,0.0000000665663507340095,0.950313171018968
"CLEC12A","CLEC12A",0.461588537,0.052510678,0.943977209001081,6.256915173,0.00000000271027759611076,0.0261057930470907,0,0,0.0000000485982485172922,0.0794494809511493,0.894444674693234
"REG4","REG4",0.121025544,0,0.610003023424904,6.204902353,0.00000000195262316190185,0.0463279613496089,0,0,0.00000000204056326002665,0.00000000294586769777359,0.953672031711337
"CTNNB1","CTNNB1",1.988252371,2.0341619,1.27013719566041,6.8519639,0.00000000123453812812999,0.0223344006914805,0.0000000599602398508608,0.0000000840042180515372,0.00498957844125034,0.000000000748993120712376,0.97267587491928
"TCL1A","TCL1A",0.085954086,0,0.398624027117407,5.85708949,0.00000000104876427777155,0,0,0,0.00176658270604868,0,0.998233416245187
"CDH11","CDH11",0.720887213,0.27208423,1.09592474547632,5.90203805,0.000000000967743732791228,0.0310219219753846,0.00000000141202917104152,0.0000000444196303976032,0.0158551838125737,0.00808941698453952,0.945033430428099
"SMAD3","SMAD3",0.787265306,0.55154026,0.870505672304436,5.75040117,0.000000000762887319417809,0.0277297315430609,0,0,0.0139267803570858,0,0.958343487336966
"MMP11","MMP11",0.073926013,0,0.261512732747314,4.714853826,0.000000000731022774674901,0.037568567294866,0.00484312403077255,0,0.004259126851081,0.00000000137514594047401,0.953329179717112
"ITGA1","ITGA1",0.628714213,0.22227822,0.916879970149949,5.41735596,0.000000000542217940238954,0.0144182961051293,0.000000000264840650088213,0.00597933440389578,0.0052693923478972,0.0000000377568387200784,0.97433293857918
"CXCR4","CXCR4",0.570971628,0.044007498,0.983603132408959,5.646693287,0.000000000522629426291312,0.00860228573285052,0.00000000129135001440016,0.00226033237949204,0.00295028521561712,0.000000000319480831927323,0.98618709453858
"CX3CR1","CX3CR1",0.110212642,0,0.287873480146466,2.210064504,0.000000000469001407283829,0.0798729207622664,0.0000000362004125896021,0,0.0099064122301349,0.0000000539831591152027,0.910220576355026
"DPEP1","DPEP1",0.044178421,0,0.162636326197427,2.173269021,0.000000000440027448283332,0,0.00814406143558392,0,0.000000000257811819979467,0,0.991855937866577
"CCL11","CCL11",0.024545277,0,0.0677282558613103,0.864430496,0.000000000413490623553539,0.0115997614044775,0.000000000185228708794741,0.000000000375191845279138,0.0000000130319800059465,0.00000000270098689815653,0.988400221888645
"CXCL14","CXCL14",0.944541408,0.5182379,1.16076992552448,5.98232715,0.000000000397794846386669,0.0552081723325713,0.00000000016593156736504,0,0.0339841028430673,0,0.910807724260635
"ASCL2","ASCL2",0.07429004,0,0.288379074995365,4.292301257,0.000000000371351608037924,0,0,0.00000000475949952737194,0.0233011135818967,0,0.976698881287252
"GPIHBP1","GPIHBP1",0.066814618,0,0.26370045248937,4.973417616,0.000000000345355575012899,0,0.00106633606637215,0,0.00921135598087216,0.000511617050085627,0.989210690557314
"PDCD1LG2","PDCD1LG2",0.171313312,0.04020822,0.359402447991701,4.60804215,0.000000000327640618804504,0.00245648703634531,0.0000000051009337804349,0.00339144273899097,0.00958724620942528,0.00000000000000111742921646399,0.984564818586663
"NTRK1","NTRK1",0.05514178,0,0.185902775904593,2.269816817,0.000000000309723169289673,0,0.00000000111169042607095,0,0.0383412671645871,0,0.961658731413999
"IL13","IL13",0.025270528,0,0.0873369051531826,1.416975483,0.000000000284669943256032,0,0.00502500124874413,0.00287078958749437,0.00137952188041092,0.000545142669866624,0.990179544328814
"CD40","CD40",0.28153666,0.08820243,0.487210090073809,5.398200061,0.000000000270900402723128,0,0,0,0,0,0.9999999997291
"IL4I1","IL4I1",0.06990086,0,0.20773534730476,2.7565518,0.00000000026771707718129,0.0223564175641189,0.000000000126301266440705,0,0.00201170155763323,0.00852052873325069,0.967111351750979
"CXCL12","CXCL12",1.645905043,1.36093807,1.37830645516582,6.67909543,0.000000000259112383135775,0.0485307793770087,0,0,0.0334186581188459,0,0.918050562245033
"TNFRSF25","TNFRSF25",0.554834935,0.15994233,0.884147229042906,6.44517741,0.000000000225500662862789,0.00282146222192515,0.000000000552708704032159,0,0.00734098953951152,0,0.989837547460354
"MMP12","MMP12",0.034931181,0,0.139350737534089,2.199123025,0.000000000208425057509973,0.00277928565519122,0.00000000119932992816249,0.00369668781699124,0.00427318021531194,0.000000000110353593914498,0.989250844794397
"BMP4","BMP4",0.097930116,0,0.266335756731525,2.653962897,0.000000000201749082098578,0,0.0000673836467453494,0.00000299514794487556,0.0144597878934046,0,0.985469833110156
"CDKN2A","CDKN2A",0.063931451,0,0.183283549151812,2.323378551,0.000000000193014156664284,0.0000000109908553936187,0,0,0.0263253207771601,0.017719971578189,0.955954696460781
"CCNE2","CCNE2",0.249014226,0.051676492,0.66494127634999,5.364420775,0.000000000192854625361273,0,0,0,0,0.000000000103246406275512,0.999999999703899
"CENPV","CENPV",0.107176133,0,0.282336509931696,4.203678705,0.00000000018690987640917,0.000748034253806452,0,0.00000000034894404864366,0.00101560360698051,0,0.998236361603359
"ZNF683","ZNF683",0.065936667,0,0.281472340921911,4.703178847,0.00000000016615220951077,0,0,0.000000000922107538402914,0.00959933027950914,0.0108995812015399,0.979501087430691
"FHIT","FHIT",0.214639209,0.09018953,0.357302127508843,5.01471929,0.000000000152976678474728,0,0.000000000102648145899673,0.000000000412686307491202,0.0208222110389594,0,0.97917778829273
"SPIB","SPIB",0.139745902,0,0.499314898058058,5.302189525,0.00000000014814991521773,0.0213133290123814,0,0.0156145730592585,0,0,0.96307209778021
"LCN2","LCN2",0.055119073,0,0.372437369175615,5.308323588,0.000000000143331942423545,0,0.000000000332152761036827,0.000000000272942409781843,0.0000000005477310881786,0,0.999999998703842
"CD83","CD83",0.162868527,0.008224708,0.44677148035115,6.679095426,0.000000000139545097713997,0.0206750754016284,0,0,0.00179664998684616,0,0.97752827447198
"POSTN","POSTN",0.768063588,0.28165978,1.16515953616193,6.47096373,0.000000000126942314813772,0.0841501073829341,0.00119722466728904,0,0.00548508744011252,0,0.909167580382722
